acude_Banabuiú,acude_Castanhão,acude_Orós,water_level,precipitation,temperature_mean,volume,radiation,winv,depth,runoff,temperature_bottom,temperature_2m,month,year,chla
0,1,0,67.12,60.3950387370412,28.2000007629395,179898080,19227104.8888889,-2.11932384967804,5.0059597492218,0.000260953212038354,300.396857367622,300.494571261936,2,2002,12.65
0,1,0,67.79,180.507473182863,27.8000011444092,199994832,17602097.6666667,-1.83550994926029,4.79046175214979,0.000483113078529035,300.306176079644,299.84582180447,3,2002,18.05
0,1,0,70.79,109.004208334853,27.3999996185303,294252224,15869682.8888889,-1.10256836811701,4.43940885861715,0.000140055129365919,300.44098578559,299.702317979601,4,2002,16.16
0,1,0,73.2,74.0826050812997,27,380257888,15500512.8888889,-1.55778739187453,4.99621057510376,0.000360254414563315,300.263939751519,300.16838921441,5,2002,15.07
0,1,0,75.02,21.7800117602918,26.3999996185303,455692256,14414773.8888889,-2.34797684351603,6.98375879393684,1.36499941322654e-05,298.607225206163,300.099015977648,6,2002,12.69
0,1,0,75.05,19.8777908735593,26.6000003814697,457061152,16474545.7777778,-2.75051657358805,6.74299793773227,9.55891705151165e-06,298.198543972439,301.360578748915,7,2002,11.865
0,1,0,74.63,0.606799540242717,27.8000011444092,438618272,18865638,-3.39834780163235,7.01843174298604,5.10186505342366e-06,297.289411756727,301.751949734158,8,2002,11.57
0,1,0,73.97,2.19739959806442,28.5,410792864,21102765.7777778,-3.48058165444268,6.92560331026713,4.04315183421507e-06,297.847730848524,301.800608317057,9,2002,13.17
0,1,0,73.09,0.916782558247958,29.2000007629395,375996448,21982119.7777778,-3.89192008972168,7.02453547053867,2.98008171777534e-06,298.375817192925,302.688473171658,10,2002,12.5
0,1,0,72.12,7.57067510757369,29,340094496,21209503.1111111,-3.71216752794054,6.98308051957024,3.34169979775349e-06,298.933152940538,302.59666273329,11,2002,10.44
0,1,0,71.07,18.4209688027075,29.7000007629395,303602784,19509132.2222222,-3.30974059634738,6.88499604331122,8.48713316448387e-06,299.656036376953,302.756144205729,12,2002,11.585
0,1,0,70.13,115.953691904975,29.1000003814697,272627104,17806193.1111111,-2.6212436358134,6.55200007226732,0.000371246735004812,299.695288764106,301.321990966797,1,2003,15.63
0,1,0,69.68,165.047831101699,28.3000011444092,258240416,17551966.6666667,-1.88920444912381,5.14278644985623,0.000357853794491045,300.598832872179,300.647769504123,2,2003,22.11
0,1,0,71.09,243.431510363077,27.6000003814697,304283488,16992489.4444444,-1.64628185166253,4.61591023868985,0.000829673930605471,300.49850124783,299.57039727105,3,2003,22.27
0,1,0,74.85,119.906729145916,27.6000003814697,448227936,16223947.7777778,-1.63235060373942,4.77537189589606,6.53439564780456e-05,300.48247273763,299.895246717665,4,2003,14.9
0,1,0,76.3,60.8096711078732,27.2000007629395,516444160,16324209.4444444,-1.85310729344686,5.83616060680813,0.000205015683338843,300.169409857856,300.847737630208,5,2003,15.53
0,1,0,76.62,30.8303461243264,26.3999996185303,532725728,15800236.6666667,-2.40200977855259,6.99520333607992,2.16840158668674e-05,298.951883951823,301.167449951172,6,2003,22.18
0,1,0,76.48,1.31183993086106,26.5,525440576,16943140.1111111,-2.97792874442206,7.00529159439935,6.68775650031724e-06,297.608106825087,301.930623372396,7,2003,28.585
